Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Is_parent,Household,Age,Seniority,Total_Spent,Total_Accepted_Campaigns,Total_purchases
PostGraduation,Together,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,Parent,3,52,500,1678,0,28
Graduation,Together,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,Not Parent,2,32,72,58,0,7
PostGraduation,Together,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,Parent,3,39,277,170,0,9
PostGraduation,Single,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,Not Parent,1,32,199,373,0,2
PostGraduation,Together,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,0,1,Not Parent,2,69,224,1196,1,17
Graduation,Together,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,Parent,3,35,114,101,0,8
Graduation,Together,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,1,Parent,4,45,564,316,0,17
Graduation,Together,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,0,Parent,3,52,284,1400,2,21
Graduation,Single,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,Not Parent,1,66,335,1424,0,27
PostGraduation,Together,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,Parent,3,36,680,844,3,20
Graduation,Together,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,Parent,3,39,285,311,0,13
Graduation,Together,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,Not Parent,2,32,417,1149,0,17
PostGraduation,Together,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,Not Parent,2,31,70,129,0,8
Graduation,Single,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,Parent,2,62,256,32,0,5
Graduation,Single,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,1,Parent,2,32,690,299,0,14
Graduation,Together,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,0,Parent,3,52,31,320,1,13
PostGraduation,Together,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,Parent,3,37,585,441,0,16
PostGraduation,Together,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,Parent,4,65,636,1178,1,28
Graduation,Together,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,Not Parent,2,24,498,85,0,6
UnderGraduation,Single,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,Parent,2,32,466,24,0,4
Graduation,Single,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,Parent,2,39,494,112,0,8
UnderGraduation,Together,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,Parent,3,55,504,30,0,5
PostGraduation,Together,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,Not Parent,2,31,374,410,0,16
Graduation,Together,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,0,Parent,3,38,302,800,1,24
PostGraduation,Single,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,Not Parent,1,52,422,1313,0,20
PostGraduation,Together,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,Not Parent,2,58,456,1483,0,23
Graduation,Single,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,1,Not Parent,1,21,251,1258,0,17
Graduation,Together,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,Parent,3,27,598,28,0,4
Graduation,Together,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,Parent,3,49,153,227,0,11
Graduation,Together,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,1,Not Parent,2,32,597,1555,1,20
Graduation,Single,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,Parent,2,52,469,861,0,23
Graduation,Together,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,0,0,Parent,3,36,433,103,1,8
PostGraduation,Single,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,Not Parent,1,68,62,634,0,19
Graduation,Single,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,Not Parent,1,51,182,1918,0,19
PostGraduation,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,Parent,3,43,268,131,0,10
Graduation,Together,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,Parent,4,46,641,586,0,22
UnderGraduation,Together,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,0,0,Parent,3,22,218,62,1,7
Graduation,Single,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,Parent,3,40,395,447,0,22
UnderGraduation,Together,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,Not Parent,2,64,698,939,0,27
UnderGraduation,Single,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,0,Parent,2,37,339,797,1,15
PostGraduation,Single,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,1,Parent,2,56,663,1143,0,16
Graduation,Single,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,Parent,2,38,234,415,0,17
Graduation,Together,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,Parent,3,41,216,30,0,5
PostGraduation,Single,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,Parent,2,46,185,187,0,12
Graduation,Together,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,0,Parent,3,56,47,251,0,11
Graduation,Single,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,0,Parent,2,39,61,237,0,12
UnderGraduation,Together,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,0,Parent,4,54,186,91,0,8
PostGraduation,Single,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,Parent,4,49,419,35,0,6
PostGraduation,Single,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,0,Parent,2,54,633,493,1,22
PostGraduation,Together,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,0,Parent,3,45,483,971,0,28
Graduation,Single,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,Parent,2,54,574,371,0,17
Graduation,Single,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,Parent,4,39,181,396,0,20
Graduation,Together,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,0,1,Parent,3,29,313,68,1,7
PostGraduation,Together,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,0,Parent,3,43,369,322,1,15
PostGraduation,Single,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,Parent,2,59,55,222,0,10
UnderGraduation,Together,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,0,Parent,4,58,361,177,0,12
Graduation,Together,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,Parent,3,41,631,45,0,6
Graduation,Together,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,0,0,Not Parent,2,66,165,1899,2,20
UnderGraduation,Together,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,Parent,4,38,313,22,0,6
Graduation,Together,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,0,Parent,4,34,560,41,0,5
Graduation,Together,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,Not Parent,2,35,58,1440,0,21
PostGraduation,Together,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,0,Parent,4,42,261,325,0,17
Graduation,Together,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,Parent,3,41,269,95,0,10
PostGraduation,Together,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,Parent,3,42,119,42,0,5
UnderGraduation,Single,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,Parent,3,39,597,72,0,6
PostGraduation,Together,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,Parent,3,42,45,20,0,7
PostGraduation,Together,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,Parent,4,58,334,789,0,23
Graduation,Single,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,Parent,3,40,38,15,0,4
Graduation,Single,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,Parent,2,42,142,59,0,8
PostGraduation,Single,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,Parent,2,46,434,908,0,22
PostGraduation,Together,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,0,Parent,4,45,566,417,0,14
Graduation,Together,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,Parent,4,53,673,289,0,15
Graduation,Together,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,Parent,3,42,92,769,0,21
Graduation,Together,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,0,Parent,3,61,69,188,0,10
Graduation,Single,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,1,Parent,2,57,685,354,0,14
PostGraduation,Together,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,Parent,3,44,625,727,0,26
PostGraduation,Together,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,0,Parent,4,47,691,146,0,11
PostGraduation,Together,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,Parent,3,63,444,319,0,16
PostGraduation,Together,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,Parent,3,61,194,794,0,22
Graduation,Together,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,Parent,3,64,659,454,0,18
PostGraduation,Single,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,1,Parent,3,61,661,152,0,11
PostGraduation,Together,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,0,Parent,3,37,639,797,0,22
Graduation,Together,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,Parent,3,42,405,1690,3,16
PostGraduation,Together,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,0,Parent,4,45,131,20,0,4
Graduation,Together,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,0,1,Not Parent,2,70,158,1428,1,21
Graduation,Single,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,Parent,2,24,501,209,0,11
Graduation,Single,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,Parent,2,35,384,545,0,19
UnderGraduation,Together,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,Not Parent,2,48,529,96,0,6
Graduation,Together,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,Not Parent,2,66,126,222,0,10
Graduation,Together,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,0,Parent,5,42,105,61,0,7
Graduation,Together,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,0,Parent,4,41,152,44,0,9
PostGraduation,Together,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,0,Parent,5,42,79,8,0,4
UnderGraduation,Single,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,Not Parent,1,42,259,817,0,23
Graduation,Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,0,Parent,2,48,595,1371,1,23
PostGraduation,Together,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,0,Parent,3,45,133,42,0,5
Graduation,Together,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,Not Parent,2,55,548,60,0,5
Graduation,Together,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,Parent,3,44,421,78,0,9
PostGraduation,Together,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,Parent,3,40,442,23,0,4
PostGraduation,Together,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,Parent,3,42,286,19,0,4
UnderGraduation,Single,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,Parent,3,56,91,61,0,7
Graduation,Single,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,Not Parent,1,42,482,449,0,14
PostGraduation,Together,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,Parent,3,31,450,37,0,5
UnderGraduation,Single,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,Parent,2,41,136,38,0,5
Graduation,Together,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,Not Parent,2,29,192,1131,2,23
Graduation,Single,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,Parent,3,41,188,34,0,7
Graduation,Single,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,Parent,3,47,242,294,0,17
UnderGraduation,Together,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,0,0,Parent,4,35,421,48,1,6
Graduation,Together,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,Parent,4,53,673,289,0,15
UnderGraduation,Together,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,Not Parent,2,28,520,30,0,4
Graduation,Together,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,Not Parent,2,50,67,125,0,7
Graduation,Together,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,Parent,3,31,500,156,0,9
Graduation,Together,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,Parent,4,62,346,70,0,9
PostGraduation,Together,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,0,Parent,4,65,281,22,0,4
Graduation,Together,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,1,Parent,3,35,664,65,0,9
PostGraduation,Single,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,1,Not Parent,1,66,613,1930,1,23
Graduation,Together,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,0,Not Parent,2,68,275,2283,2,23
Graduation,Together,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,Not Parent,2,56,257,310,0,13
UnderGraduation,Together,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,Not Parent,2,43,560,1319,0,18
Graduation,Together,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,0,0,Parent,3,57,575,879,1,26
PostGraduation,Together,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,Not Parent,2,32,247,1244,0,17
UnderGraduation,Together,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,Parent,3,41,98,690,0,17
Graduation,Together,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,Parent,3,42,497,209,0,12
Graduation,Together,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,Not Parent,2,49,20,1134,0,17
Graduation,Single,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,0,1,Not Parent,1,61,228,1507,0,23
PostGraduation,Single,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,Parent,2,47,272,57,0,6
PostGraduation,Together,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,Not Parent,2,49,670,529,0,17
Graduation,Together,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,Not Parent,2,45,4,1091,0,16
Graduation,Single,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,0,1,Parent,2,43,624,180,0,11
Graduation,Together,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,0,Parent,4,42,533,77,0,10
Graduation,Single,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,Not Parent,1,44,137,2349,3,25
PostGraduation,Together,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,0,1,Not Parent,2,40,653,534,0,18
PostGraduation,Single,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,0,0,Parent,2,64,154,556,1,21
Graduation,Together,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,1,0,Parent,3,55,314,637,0,25
PostGraduation,Together,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,0,Parent,4,59,77,46,2,5
Graduation,Together,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,Parent,3,36,11,44,0,9
PostGraduation,Together,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,Parent,3,28,356,47,0,5
PostGraduation,Single,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,Parent,2,51,374,795,0,22
Graduation,Together,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,0,Parent,3,61,501,586,0,21
Graduation,Together,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,Not Parent,2,62,413,1574,1,20
PostGraduation,Together,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,0,0,Parent,4,64,141,13,0,4
Graduation,Together,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,0,Parent,3,44,529,1471,0,25
UnderGraduation,Together,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,0,Parent,4,44,190,65,0,8
Graduation,Together,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,Parent,3,37,423,175,0,12
Graduation,Single,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,0,Parent,2,48,428,40,0,5
PostGraduation,Together,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,0,1,Parent,4,45,666,1078,2,18
Graduation,Together,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,0,0,Parent,3,56,590,1115,0,21
Graduation,Together,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,Parent,3,60,502,134,0,9
PostGraduation,Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,Not Parent,1,58,583,1540,0,23
PostGraduation,Together,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,0,Parent,3,44,239,87,0,7
PostGraduation,Single,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,Not Parent,1,27,244,217,0,10
PostGraduation,Together,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,0,0,Parent,3,53,156,1034,1,27
Graduation,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,Parent,2,35,454,1180,0,31
Graduation,Together,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,Parent,3,54,667,819,0,23
UnderGraduation,Together,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,Parent,3,33,256,32,0,5
Graduation,Together,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,Parent,3,34,311,46,0,6
UnderGraduation,Together,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,0,Parent,3,38,696,1159,0,18
PostGraduation,Single,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,0,Parent,2,38,483,860,0,25
PostGraduation,Together,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,Not Parent,2,44,7,1631,0,15
PostGraduation,Together,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,Parent,5,68,19,444,1,22
Graduation,Together,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,Parent,3,59,534,1910,1,29
PostGraduation,Together,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,Parent,3,42,231,380,0,18
PostGraduation,Together,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,0,1,Parent,4,43,370,736,0,30
PostGraduation,Single,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,0,0,Parent,3,64,524,269,0,15
Graduation,Together,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,0,1,Not Parent,2,26,337,2524,3,29
Graduation,Together,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,Parent,3,36,271,612,0,25
Graduation,Together,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,Parent,3,24,200,75,0,8
Graduation,Together,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,Not Parent,2,55,154,1045,0,26
Graduation,Single,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,Parent,2,37,210,55,0,6
PostGraduation,Together,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,0,1,Parent,3,45,682,1064,1,21
Graduation,Together,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,0,0,Parent,3,55,593,1443,0,25
Graduation,Together,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,Not Parent,2,26,532,1366,0,30
PostGraduation,Together,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,0,0,Parent,4,39,503,436,0,19
UnderGraduation,Single,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,Parent,2,41,136,38,0,5
Graduation,Together,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,1,Parent,3,37,681,436,0,20
PostGraduation,Together,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,0,0,Parent,4,41,601,747,0,32
PostGraduation,Single,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,0,1,Not Parent,1,59,678,1396,1,22
PostGraduation,Together,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,Not Parent,2,40,101,928,1,14
PostGraduation,Together,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,0,0,Parent,4,42,355,642,0,26
UnderGraduation,Together,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,0,0,Parent,3,39,599,1048,1,30
PostGraduation,Together,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,Not Parent,2,43,247,943,0,24
Graduation,Together,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,Parent,3,56,386,907,0,27
Graduation,Together,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,Not Parent,2,26,147,1198,0,18
PostGraduation,Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,Parent,3,39,680,120,0,11
Graduation,Together,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,0,0,Parent,3,49,581,1658,0,26
Graduation,Together,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,Not Parent,2,28,63,1638,0,22
UnderGraduation,Together,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,0,1,Not Parent,2,37,425,73,0,7
Graduation,Single,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,Parent,2,34,110,275,0,12
Graduation,Together,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,0,Parent,3,52,578,854,0,26
Graduation,Together,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,Parent,3,36,293,78,0,7
PostGraduation,Together,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,Parent,3,42,282,106,0,7
Graduation,Single,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,0,1,Parent,2,44,595,106,0,7
PostGraduation,Single,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,0,1,Not Parent,1,31,391,1923,0,19
Graduation,Together,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,Not Parent,2,43,399,1662,0,22
Graduation,Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,Parent,2,38,142,84,0,7
PostGraduation,Together,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,Parent,3,41,54,48,0,7
Graduation,Single,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,Parent,2,41,442,5,0,0
Graduation,Together,58597.0,20,490,0,184,10,28,21,12,7,4,9,7,0,0,Parent,4,38,586,733,0,32
PostGraduation,Single,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,Not Parent,1,66,85,1234,0,17
Graduation,Together,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,0,0,Parent,4,56,565,112,0,9
PostGraduation,Single,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,0,1,Not Parent,1,27,125,1658,2,15
Graduation,Together,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,0,Parent,3,54,462,55,0,7
UnderGraduation,Together,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,0,0,Parent,3,39,565,1513,1,26
UnderGraduation,Together,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,0,Parent,4,56,410,271,1,17
PostGraduation,Together,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,0,Parent,3,39,15,904,0,27
PostGraduation,Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,1,Parent,3,39,680,120,0,11
UnderGraduation,Together,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,Parent,3,26,663,103,0,8
UnderGraduation,Single,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,Parent,2,26,632,269,0,17
Graduation,Single,9255.0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,Parent,2,25,191,22,0,5
PostGraduation,Single,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,0,1,Not Parent,1,55,204,1156,0,16
PostGraduation,Together,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,0,Parent,3,43,621,1086,1,19
PostGraduation,Single,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,Parent,2,47,533,1128,0,28
Graduation,Together,31928.0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,Parent,3,25,93,72,0,9
PostGraduation,Together,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,Parent,4,53,478,964,0,27
Graduation,Together,65819.0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,Not Parent,2,36,577,1383,0,20
PostGraduation,Single,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,0,0,Parent,4,61,399,18,0,4
Graduation,Single,51983.0,95,631,0,115,10,7,30,3,9,2,10,7,0,0,Parent,2,50,667,793,0,24
PostGraduation,Together,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,Parent,3,28,532,100,0,7
UnderGraduation,Together,30390.0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,Not Parent,2,27,300,80,0,6
Graduation,Single,30983.0,50,51,4,50,12,1,49,1,4,0,3,8,0,1,Not Parent,1,51,597,167,0,8
Graduation,Single,66033.0,76,293,35,179,46,59,65,2,8,3,7,7,0,0,Parent,2,57,525,677,0,20
UnderGraduation,Together,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,Parent,4,39,457,23,0,4
PostGraduation,Single,57530.0,68,50,1,27,6,7,1,1,1,1,4,1,0,0,Parent,2,63,260,92,0,7
UnderGraduation,Together,76800.0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,Not Parent,2,49,113,641,0,16
Graduation,Together,63943.0,50,423,184,368,13,97,21,1,6,4,6,5,0,0,Parent,3,58,665,1106,0,17
Graduation,Together,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,Not Parent,2,52,37,1033,1,14
Graduation,Together,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,Parent,3,40,686,1174,0,32
PostGraduation,Together,37054.0,89,12,1,6,0,1,5,2,1,0,3,7,0,0,Parent,4,47,287,25,0,6
PostGraduation,Together,47175.0,81,167,2,44,6,2,19,7,4,2,4,8,0,1,Parent,4,52,609,240,1,17
Graduation,Single,31859.0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,Parent,2,38,380,20,0,4
Graduation,Single,27215.0,50,30,5,22,8,9,28,4,2,1,4,6,0,0,Parent,4,53,522,102,0,11
PostGraduation,Single,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,Parent,2,38,343,1034,0,26
Graduation,Together,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,Parent,3,31,500,156,0,9
PostGraduation,Together,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,Parent,4,38,237,458,0,21
Graduation,Together,24645.0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,Parent,3,26,605,17,0,4
